CHR,BIN.START,BIN.END,SAMPLE,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.COUNT,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.GC,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.GC.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.AUTO.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.AUTO.X.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.AUTO.Y.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.GC.AUTO.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.GC.AUTO.X.GR10M,GC051059.AR010.171201_nipt_CC.MT066.1997.gcap_17_07.GC.AUTO.Y.GR10M,COUNT.MEAN,COUNT.SD,GC.MEAN,GC.SD,GR10M.MEAN,GR10M.SD,GC.GR10M.MEAN,GC.GR10M.SD,AUTO.GR10M.MEAN,AUTO.GR10M.SD,AUTO.X.GR10M.MEAN,AUTO.X.GR10M.SD,AUTO.Y.GR10M.MEAN,AUTO.Y.GR10M.SD,GC.AUTO.GR10M.MEAN,GC.AUTO.GR10M.SD,GC.AUTO.X.GR10M.MEAN,GC.AUTO.X.GR10M.SD,GC.AUTO.Y.GR10M.MEAN,GC.AUTO.Y.GR10M.SD,GC.AUTO.GR10M.MEAN80,GC.AUTO.GR10M.SD80,GC.AUTO.X.GR10M.MEAN80,GC.AUTO.X.GR10M.SD80,GC.AUTO.Y.GR10M.MEAN80,GC.AUTO.Y.GR10M.SD80,Z,BIN.START.MAX,BIN.START.REL,FULL.CHR
1,1,5e+06,GC051059-AR010-171201_nipt_CC-MT066-1997-gcap_17_07,18438,17951.32,15640.8511751549,15084.6359880213,16479.1527724177,15641.8237833769,16478.0732504782,15893.2181903969,15085.3215865118,15892.4571927019,12357.4083044983,3666.9683322024,15271.9842214533,4379.57782409789,12439.0284691154,945.429515126264,14999.690351225,166.168095411278,13110.2051409174,992.074155387604,12441.3402173822,945.626792136798,13107.6442487725,991.897732779215,15790.6377368499,179.391533288623,15002.1468779021,166.06725713771,15787.9230423387,179.797657829094,15788.5346748366,114.603713766107,15000.2802834851,106.048502509025,15785.8278254148,114.778449216138,0.571824386951184,244250001,4.09416579695326e-09,chromosoom 1
